Package,Version,Ecosystem
@voiceflow/stylelint-config,= 1.1.1 || = 1.1.2,npm
@voiceflow/test-common,= 2.1.1 || = 2.1.2,npm
@voiceflow/tsconfig,= 1.12.1 || = 1.12.2,npm
@voiceflow/tsconfig-paths,= 1.1.4 || = 1.1.5,npm
@voiceflow/utils-designer,= 1.74.19 || = 1.74.20,npm
@voiceflow/verror,= 1.1.4 || = 1.1.5,npm
@voiceflow/vite-config,= 2.6.2 || = 2.6.3,npm
@voiceflow/vitest-config,= 1.10.2 || = 1.10.3,npm
@voiceflow/voice-types,= 2.10.58 || = 2.10.59,npm
@voiceflow/voiceflow-types,= 3.32.45 || = 3.32.46,npm
@voiceflow/widget,= 1.7.18 || = 1.7.19,npm
@vucod/email,= 0.0.3,npm
@zapier/ai-actions,= 0.1.18 || = 0.1.19 || = 0.1.20,npm
@zapier/ai-actions-react,= 0.1.12 || = 0.1.13 || = 0.1.14,npm
@zapier/babel-preset-zapier,= 6.4.1 || = 6.4.2 || = 6.4.3,npm
@zapier/browserslist-config-zapier,= 1.0.3 || = 1.0.4 || = 1.0.5,npm
@zapier/eslint-plugin-zapier,= 11.0.3 || = 11.0.4 || = 11.0.5,npm
@zapier/mcp-integration,= 3.0.1 || = 3.0.2 || = 3.0.3,npm
@zapier/secret-scrubber,= 1.1.3 || = 1.1.4 || = 1.1.5,npm
@zapier/spectral-api-ruleset,= 1.9.1 || = 1.9.2 || = 1.9.3,npm
@zapier/stubtree,= 0.1.2 || = 0.1.3 || = 0.1.4,npm
@zapier/zapier-sdk,= 0.15.5 || = 0.15.6 || = 0.15.7,npm
agentwork-cli,= 0.1.4 || = 0.1.5,npm
ai-crowl-shield,= 1.0.7,npm
arc-cli-fc,= 1.0.1,npm
asciitranslator,= 1.0.3,npm
asyncapi-preview,= 1.0.1 || = 1.0.2,npm
atrix,= 1.0.1,npm
atrix-mongoose,= 1.0.1,npm
automation_model,= 1.0.491,npm
avvvatars-vue,= 1.1.2,npm
axios-builder,= 1.2.1,npm
axios-cancelable,= 1.0.1 || = 1.0.2,npm
axios-timed,= 1.0.1 || = 1.0.2,npm
babel-preset-kinvey-flex-service,= 0.1.1,npm
barebones-css,= 1.1.3 || = 1.1.4,npm
benmostyn-frame-print,= 1.0.1,npm
best_gpio_controller,= 1.0.10,npm
better-auth-nuxt,= 0.0.10,npm
better-queue-nedb,= 0.1.5,npm
bidirectional-adapter,= 1.2.2 || = 1.2.3 || = 1.2.4 || = 1.2.5,npm
blinqio-executions-cli,= 1.0.41,npm
blob-to-base64,= 1.0.3,npm
bool-expressions,= 0.1.2,npm
buffered-interpolation-babylon6,= 0.2.8,npm
bun-plugin-httpfile,= 0.1.1,npm
bytecode-checker-cli,= 1.0.10 || = 1.0.11 || = 1.0.8 || = 1.0.9,npm
bytes-to-x,= 1.0.1,npm
calc-loan-interest,= 1.0.4,npm
capacitor-plugin-apptrackingios,= 0.0.21,npm
capacitor-plugin-purchase,= 0.1.1,npm
capacitor-plugin-scgssigninwithgoogle,= 0.0.5,npm
capacitor-purchase-history,= 0.0.10,npm
capacitor-voice-recorder-wav,= 6.0.3,npm
ceviz,= 0.0.5,npm
chrome-extension-downloads,= 0.0.3 || = 0.0.4,npm
claude-token-updater,= 1.0.3,npm
cmux-agent-mcp,= 0.1.3 || = 0.1.4 || = 0.1.5 || = 0.1.6 || = 0.1.7 || = 0.1.8,npm
coinmarketcap-api,= 3.1.2 || = 3.1.3,npm
colors-regex,= 2.0.1,npm
command-irail,= 0.5.4,npm
compare-obj,= 1.1.1 || = 1.1.2,npm
composite-reducer,= 1.0.2 || = 1.0.3 || = 1.0.4 || = 1.0.5,npm
count-it-down,= 1.0.1 || = 1.0.2,npm
cpu-instructions,= 0.0.14,npm
create-director-app,= 0.1.1,npm
create-glee-app,= 0.2.2 || = 0.2.3,npm
create-hardhat3-app,= 1.1.1 || = 1.1.2 || = 1.1.3 || = 1.1.4,npm
create-kinvey-flex-service,= 0.2.1,npm
create-mcp-use-app,= 0.5.3 || = 0.5.4,npm
create-silgi,= 0.3.1,npm
cross-stitch,= 1.1.3 || = 1.1.4 || = 1.1.5 || = 1.1.6 || = 1.1.7,npm
crypto-addr-codec,= 0.1.9,npm
css-dedoupe,= 0.1.2,npm
csv-tool-cli,= 1.2.1,npm
dashboard-empty-state,= 1.0.3,npm
designstudiouiux,= 1.0.1,npm
devstart-cli,= 1.0.6,npm
dialogflow-es,= 1.1.1 || = 1.1.2 || = 1.1.3 || = 1.1.4,npm
discord-bot-server,= 0.1.2,npm
docusaurus-plugin-vanilla-extract,= 1.0.3,npm
dont-go,= 1.1.2,npm
dotnet-template,= 0.0.3 || = 0.0.4,npm
drop-events-on-property-plugin,= 0.0.2,npm
durabletask,= 1.4.1 || = 1.4.2 || = 1.4.3,pypi
easypanel-sdk,= 0.3.2,npm
electron-volt,= 0.0.2,npm
email-deliverability-tester,= 1.1.1,npm
enforce-branch-name,= 1.1.3,npm
esbuild-plugin-brotli,= 0.2.1,npm
esbuild-plugin-eta,= 0.1.1,npm
esbuild-plugin-httpfile,= 0.4.1,npm
eslint-config-kinvey-flex-service,= 0.1.1,npm
eslint-config-nitpicky,= 4.0.1,npm
eslint-config-trigo,= 22.0.2,npm
eslint-config-zeallat-base,= 1.0.4,npm
ethereum-ens,= 0.8.1,npm
evm-checkcode-cli,= 1.0.12 || = 1.0.13 || = 1.0.14 || = 1.0.15,npm
exact-ticker,= 0.3.5,npm
expo-audio-session,= 0.2.1,npm
expo-router-on-rails,= 0.0.4,npm
express-starter-template,= 1.0.10,npm
expressos,= 1.1.3,npm
fat-fingered,= 1.0.1 || = 1.0.2,npm
feature-flip,= 1.0.1 || = 1.0.2,npm
firestore-search-engine,= 1.2.3,npm
fittxt,= 1.0.2 || = 1.0.3,npm
flapstacks,= 1.0.1 || = 1.0.2,npm
flatten-unflatten,= 1.0.1 || = 1.0.2,npm
formik-error-focus,= 2.0.1,npm
formik-store,= 1.0.1,npm
frontity-starter-theme,= 1.0.1,npm
fuzzy-finder,= 1.0.5 || = 1.0.6,npm
gate-evm-check-code2,= 2.0.3 || = 2.0.4 || = 2.0.5 || = 2.0.6,npm
gate-evm-tools-test,= 1.0.5 || = 1.0.6 || = 1.0.7 || = 1.0.8,npm
gatsby-plugin-antd,= 2.2.1,npm
gatsby-plugin-cname,= 1.0.1 || = 1.0.2,npm
generator-meteor-stock,= 0.1.6,npm
generator-ng-itobuz,= 0.0.15,npm
get-them-args,= 1.3.3,npm
git-branch-selector,= 1.3.3 || = 1.3.4 || = 1.3.5 || = 1.3.6 || = 1.3.7,npm
git-git-git,= 1.0.10 || = 1.0.11 || = 1.0.12 || = 1.0.8 || = 1.0.9,npm
github-action-for-generator,= 2.1.27 || = 2.1.28,npm
gitsafe,= 1.0.5,npm
go-template,= 0.1.8 || = 0.1.9,npm
guardrails-ai,= 0.10.1,pypi
gulp-inject-envs,= 1.2.1 || = 1.2.2,npm
haufe-axera-api-client,= 0.0.1 || = 0.0.2,npm
hope-mapboxdraw,= 0.1.1,npm
hopedraw,= 1.0.3,npm
hover-design-prototype,= 0.0.5,npm
httpness,= 1.0.2 || = 1.0.3,npm
hyper-fullfacing,= 1.0.3,npm
hyperterm-hipster,= 1.0.7,npm
ids-css,= 1.5.1,npm
ids-enterprise-mcp-server,= 0.0.2,npm
ids-enterprise-ng,= 20.1.6,npm
ids-enterprise-typings,= 20.1.6,npm
image-to-uri,= 1.0.1 || = 1.0.2,npm
insomnia-plugin-random-pick,= 1.0.4,npm
intercom-client,= 7.0.4,npm
intercom/intercom-php,= 5.0.2,composer
invo,= 0.2.2,npm
iron-shield-miniapp,= 0.0.2,npm
ito-button,= 8.0.3,npm
itobuz-angular,= 0.0.1,npm
itobuz-angular-auth,= 8.0.11,npm
itobuz-angular-button,= 8.0.11,npm
jacob-zuma,= 1.0.1 || = 1.0.2,npm
jaetut-varit-test,= 1.0.2,npm
jan-browser,= 0.13.1,npm
jquery-bindings,= 1.1.2 || = 1.1.3,npm
jsonsurge,= 1.0.7,npm
just-toasty,= 1.7.1,npm
kill-port,= 2.0.2 || = 2.0.3,npm
kinetix-default-token-list,= 1.0.5,npm
kinvey-cli-wrapper,= 0.3.1,npm
kinvey-flex-scripts,= 0.5.1,npm
kns-error-code,= 1.0.8,npm
korea-administrative-area-geo-json-util,= 1.0.7,npm
kwami,= 1.5.10 || = 1.5.9,npm
lang-codes,= 1.0.1 || = 1.0.2,npm
license-o-matic,= 1.2.1 || = 1.2.2,npm
lightning,= 2.6.2 || = 2.6.3,npm
org.mvnpm:posthog-node,= 4.18.1,maven
lint-staged-imagemin,= 1.3.1 || = 1.3.2,npm
lite-serper-mcp-server,= 0.2.2,npm
lui-vue-test,= 0.70.9,npm
luno-api,= 1.2.3,npm
m25-transaction-utils,= 1.1.16,npm
manual-billing-system-miniapp-api,= 1.3.1,npm
mbt,= 1.2.48,npm
mcp-use,= 1.4.2 || = 1.4.3,npm
medusa-plugin-announcement,= 0.0.3,npm
medusa-plugin-logs,= 0.0.17,npm
medusa-plugin-momo,= 0.0.68,npm
medusa-plugin-product-reviews-kvy,= 0.0.4,npm
medusa-plugin-zalopay,= 0.0.40,npm
mistralai,= 2.4.6,pypi
ml-toolkit-ts,= 1.0.4 || = 1.0.5,npm
mod10-check-digit,= 1.0.1,npm
mon-package-react-typescript,= 1.0.1,npm
my-saeed-lib,= 0.1.1,npm
n8n-nodes-tmdb,= 0.5.1,npm
n8n-nodes-vercel-ai-sdk,= 0.1.7,npm
n8n-nodes-viral-app,= 0.2.5,npm
nanoreset,= 7.0.1 || = 7.0.2,npm
next-circular-dependency,= 1.0.2 || = 1.0.3,npm
next-simple-google-analytics,= 1.1.1 || = 1.1.2,npm
next-styled-nprogress,= 1.0.4 || = 1.0.5,npm
nextmove-mcp,= 0.1.3 || = 0.1.4 || = 0.1.5 || = 0.1.6 || = 0.1.7,npm
ngx-useful-swiper-prosenjit,= 9.0.2,npm
ngx-wooapi,= 12.0.1,npm
nitro-graphql,= 1.5.12,npm
nitro-kutu,= 0.1.1,npm
nitrodeploy,= 1.0.8,npm
nitroping,= 0.1.1,npm
normal-store,= 1.3.1 || = 1.3.2 || = 1.3.3 || = 1.3.4,npm
nuxt-keycloak,= 0.2.2,npm
obj-to-css,= 1.0.2 || = 1.0.3,npm
okta-react-router-6,= 5.0.1,npm
open2internet,= 0.1.1,npm
orbit-boxicons,= 2.1.3,npm
orbit-nebula-draw-tools,= 1.0.10,npm
orbit-nebula-editor,= 1.0.2,npm
orbit-soap,= 0.43.13,npm
orchestrix,= 12.1.2,npm
package-tester,= 1.0.1,npm
parcel-plugin-asset-copier,= 1.1.2 || = 1.1.3,npm
pdf-annotation,= 0.0.2,npm
pergel,= 0.13.2,npm
pergeltest,= 0.0.25,npm
piclite,= 1.0.1,npm
pico-uid,= 1.0.3 || = 1.0.4,npm
pkg-readme,= 1.1.1,npm
poper-react-sdk,= 0.1.2,npm
posthog-docusaurus,= 2.0.6,npm
posthog-js,= 1.297.3,npm
posthog-node,= 4.18.1 || = 5.11.3 || = 5.13.3,npm
posthog-plugin-hello-world,= 1.0.1,npm
posthog-react-native,= 4.11.1 || = 4.12.5,npm
posthog-react-native-session-replay,= 1.2.2,npm
prime-one-table,= 0.0.19,npm
prompt-eng,= 1.0.50,npm
prompt-eng-server,= 1.0.18,npm
puny-req,= 1.0.3,npm
quickswap-ads-list,= 1.0.33,npm
quickswap-default-staking-list,= 1.0.11,npm
quickswap-default-staking-list-address,= 1.0.55,npm
quickswap-default-token-list,= 1.5.16,npm
quickswap-router-sdk,= 1.0.1,npm
quickswap-sdk,= 3.0.44,npm
quickswap-smart-order-router,= 1.0.1,npm
quickswap-token-lists,= 1.0.3,npm
quickswap-v2-sdk,= 2.0.1,npm
ra-auth-firebase,= 1.0.3,npm
ra-data-firebase,= 1.0.7 || = 1.0.8,npm
react-component-taggers,= 0.1.9,npm
react-data-to-export,= 1.0.1,npm
react-element-prompt-inspector,= 0.1.18,npm
react-favic,= 1.0.2,npm
react-hook-form-persist,= 3.0.1 || = 3.0.2,npm
react-jam-icons,= 1.0.1 || = 1.0.2,npm
react-keycloak-context,= 1.0.8 || = 1.0.9,npm
react-library-setup,= 0.0.6,npm
react-linear-loader,= 1.0.2,npm
react-micromodal.js,= 1.0.1 || = 1.0.2,npm
react-native-datepicker-modal,= 1.3.1 || = 1.3.2,npm
react-native-email,= 2.1.1 || = 2.1.2,npm
react-native-fetch,= 2.0.1 || = 2.0.2,npm
react-native-get-pixel-dimensions,= 1.0.1 || = 1.0.2,npm
react-native-google-maps-directions,= 2.1.2,npm
react-native-jam-icons,= 1.0.1 || = 1.0.2,npm
react-native-log-level,= 1.2.1 || = 1.2.2,npm
react-native-modest-checkbox,= 3.3.1,npm
react-native-modest-storage,= 2.1.1,npm
react-native-phone-call,= 1.2.1 || = 1.2.2,npm
react-native-retriable-fetch,= 2.0.1 || = 2.0.2,npm
react-native-use-modal,= 1.0.3,npm
react-native-view-finder,= 1.2.1 || = 1.2.2,npm
react-native-websocket,= 1.0.3 || = 1.0.4,npm
react-native-worklet-functions,= 3.3.3,npm
react-packery-component,= 1.0.3,npm
react-qr-image,= 1.1.1,npm
react-scrambled-text,= 1.0.4,npm
rediff,= 1.0.5,npm
rediff-viewer,= 0.0.7,npm
redux-forge,= 2.5.3,npm
redux-router-kit,= 1.2.2 || = 1.2.3 || = 1.2.4,npm
revenuecat,= 1.0.1,npm
rollup-plugin-httpfile,= 0.2.1,npm
sa-company-registration-number-regex,= 1.0.1 || = 1.0.2,npm
sa-id-gen,= 1.0.4 || = 1.0.5,npm
safe-action,= 0.8.3 || = 0.8.4,npm
samesame,= 1.0.3,npm
scgs-capacitor-subscribe,= 1.0.11,npm
scgsffcreator,= 1.0.5,npm
schob,= 1.0.3,npm
selenium-session,= 1.0.5,npm
selenium-session-client,= 1.0.4,npm
set-nested-prop,= 2.0.1 || = 2.0.2,npm
shelf-jwt-sessions,= 0.1.2,npm
shell-exec,= 1.1.3 || = 1.1.4,npm
shinhan-limit-scrap,= 1.0.3,npm
silgi,= 0.43.30,npm
simplejsonform,= 1.0.1,npm
skills-use,= 0.1.1 || = 0.1.2,npm
solomon-api-stories,= 1.0.2,npm
solomon-v3-stories,= 1.15.6,npm
solomon-v3-ui-wrapper,= 1.6.1,npm
soneium-acs,= 1.0.1,npm
sort-by-distance,= 2.0.1,npm
south-african-id-info,= 1.0.2,npm
stat-fns,= 1.0.1,npm
stoor,= 2.3.2,npm
sufetch,= 0.4.1,npm
super-commit,= 1.0.1,npm
svelte-autocomplete-select,= 1.1.1,npm
svelte-toasty,= 1.1.2 || = 1.1.3,npm
tanstack-shadcn-table,= 1.1.5,npm
tavily-module,= 1.0.1,npm
tcsp,= 2.0.2,npm
tcsp-draw-test,= 1.0.5,npm
tcsp-test-vd,= 2.4.4,npm
template-lib,= 1.1.3 || = 1.1.4,npm
template-micro-service,= 1.0.2 || = 1.0.3,npm
tenacious-fetch,= 2.3.2 || = 2.3.3,npm
test-foundry-app,= 1.0.1 || = 1.0.2 || = 1.0.3 || = 1.0.4,npm
test-hardhat-app,= 1.0.1 || = 1.0.2 || = 1.0.3 || = 1.0.4,npm
test23112222-api,= 1.0.1,npm
tiaan,= 1.0.2,npm
tiptap-shadcn-vue,= 0.2.1,npm
token.js-fork,= 0.7.32,npm
toonfetch,= 0.3.2,npm
trigo-react-app,= 4.1.2,npm
ts-dna,= 3.0.1 || = 3.0.2 || = 3.0.3 || = 3.0.4 || = 3.0.5,npm
ts-relay-cursor-paging,= 2.1.1,npm
typeface-antonio-complete,= 1.0.5,npm
typefence,= 1.2.2 || = 1.2.3,npm
typeorm-orbit,= 0.2.27,npm
unadapter,= 0.1.3,npm
undefsafe-typed,= 1.0.3 || = 1.0.4,npm
unemail,= 0.3.1,npm
uniswap-router-sdk,= 1.6.2,npm
uniswap-smart-order-router,= 3.16.26,npm
uniswap-test-sdk-core,= 4.0.8,npm
unsearch,= 0.0.3,npm
uplandui,= 0.5.4,npm
upload-to-play-store,= 1.0.1 || = 1.0.2,npm
url-encode-decode,= 1.0.1 || = 1.0.2,npm
use-unsaved-changes,= 1.0.9,npm
v-plausible,= 1.2.1,npm
valid-south-african-id,= 1.0.3,npm
valuedex-sdk,= 3.0.5,npm
vf-oss-template,= 1.0.1 || = 1.0.2 || = 1.0.3 || = 1.0.4,npm
victoria-wallet-constants,= 0.1.1 || = 0.1.2,npm
victoria-wallet-core,= 0.1.1 || = 0.1.2,npm
victoria-wallet-type,= 0.1.1 || = 0.1.2,npm
victoria-wallet-utils,= 0.1.1 || = 0.1.2,npm
victoria-wallet-validator,= 0.1.1 || = 0.1.2,npm
victoriaxoaquyet-wallet-core,= 0.2.1 || = 0.2.2,npm
vite-plugin-httpfile,= 0.2.1,npm
vue-browserupdate-nuxt,= 1.0.5,npm
wallet-evm,= 0.3.1 || = 0.3.2,npm
wallet-type,= 0.1.1 || = 0.1.2,npm
web-scraper-mcp,= 1.1.4,npm
web-types-htmx,= 0.1.1,npm
web-types-lit,= 0.1.1,npm
webpack-loader-httpfile,= 0.2.1,npm
wellness-expert-ng-gallery,= 5.1.1,npm
wenk,= 1.0.10 || = 1.0.9,npm
wot-api,= 0.8.1 || = 0.8.2 || = 0.8.3 || = 0.8.4,npm
zapier-async-storage,= 1.0.1 || = 1.0.2 || = 1.0.3,npm
zapier-platform-cli,= 18.0.2 || = 18.0.3 || = 18.0.4,npm
zapier-platform-core,= 18.0.2 || = 18.0.3 || = 18.0.4,npm
zapier-platform-legacy-scripting-runner,= 4.0.2 || = 4.0.3 || = 4.0.4,npm
zapier-platform-schema,= 18.0.2 || = 18.0.3 || = 18.0.4,npm
zapier-scripts,= 7.8.3 || = 7.8.4,npm
zuper-cli,= 1.0.1,npm
zuper-sdk,= 1.0.57,npm
zuper-stream,= 2.0.9,npm
